product name full,product link,price,review-count,thumbnail,categories,subcategories
OneUp Components 18 Tooth Sprocket + Spacer for Shimano 1x11,https://www.bike-components.de/en/OneUp-Components/18-Tooth-Sprocket-Spacer-for-Shimano-1x11-p50304/,13.44 €,,,Drivetrain,Cassettes
Shimano Sprocket for XTR CS-M980 10-speed 11-34 / 11-36,https://www.bike-components.de/en/Shimano/Sprocket-for-XTR-CS-M980-10-speed-11-34-11-36-p50973/,from  5.03€,,,Drivetrain,Cassettes
Miche Primato Campagnolo 11-speed Cassette,https://www.bike-components.de/en/Miche/Primato-Campagnolo-11-speed-Cassette-p56526/,from  51.22€,,,Drivetrain,Cassettes
Miche Primato Shimano 11-speed Cassette,https://www.bike-components.de/en/Miche/Primato-Shimano-11-speed-Cassette-p56589/,from  68.03€,,,Drivetrain,Cassettes
SRAM XG-899 E-Block 8-speed Cassette for EX1,https://www.bike-components.de/en/SRAM/XG-899-E-Block-8-speed-Cassette-for-EX1-p58041/,273.11 €,,,Drivetrain,Cassettes
Rotor UNO 11-fach Kassette,https://www.bike-components.de/en/Rotor/UNO-11-fach-Kassette-p58047/,from  234.45€,,,Drivetrain,Cassettes
Shimano Sprocket for Dura Ace CS-R9100 11-speed 11-25 / 11-28 / 11-30,https://www.bike-components.de/en/Shimano/Sprocket-for-Dura-Ace-CS-R9100-11-speed-11-25-11-28-11-30-p59036/,from  5.87€,,https://static.bike-components.de/cache/p/s1/5/9/Shimano-Sprocket-for-Dura-Ace-CS-R9100-11-speed-11-25-11-28-11-30-59036-0-1521458351.jpeg,Drivetrain,Cassettes
3T Overdrive Road 11-speed Cassette,https://www.bike-components.de/en/3T/Overdrive-Road-11-speed-Cassette-p59560/,231.09 €,,https://static.bike-components.de/cache/p/s1/5/9/3T-Overdrive-Road-11-speed-Cassette-59560-0-1503588007.jpeg,Drivetrain,Cassettes
"TA Podium Cassette, Shimano 10-speed",https://www.bike-components.de/en/TA/Podium-Cassette-Shimano-10-speed-p64875/,from  33.61€,,https://static.bike-components.de/cache/p/s1/6/4/TA-Podium-Cassette-Shimano-10-speed-64875-0-1526037099.jpeg,Drivetrain,Cassettes
"TA Podium Cassette, Shimano 11-speed",https://www.bike-components.de/en/TA/Podium-Cassette-Shimano-11-speed-p64878/,from  55.42€,1,https://static.bike-components.de/cache/p/s1/6/4/TA-Podium-Cassette-Shimano-11-speed-64878-0-1526037100.jpeg,Drivetrain,Cassettes
Campagnolo Super Record 12-speed Cassette - 2019 Model,https://www.bike-components.de/en/Campagnolo/Super-Record-12-speed-Cassette-2019-Model-p65023/,from  234.45€,,https://static.bike-components.de/cache/p/s1/6/5/Campagnolo-Super-Record-12-speed-Cassette-2019-Model-65023-0-1528800436.jpeg,Drivetrain,Cassettes
e*thirteen LG1 7-speed Integrated Cassette,https://www.bike-components.de/en/e-thirteen/LG1-7-speed-Integrated-Cassette-p68997/,133.61 €,,https://static.bike-components.de/cache/p/s1/6/8/e-thirteen-LG1-7-speed-Integrated-Cassette-68997-0-1555573470.jpeg,Drivetrain,Cassettes
SunRace CSMDH 7-speed Cassette,https://www.bike-components.de/en/SunRace/CSMDH-7-speed-Cassette-p70413/,from  67.22€,,https://static.bike-components.de/cache/p/s1/7/0/SunRace-CSMDH-7-speed-Cassette-70413-0-1551424929.jpeg,Drivetrain,Cassettes
Miche Primato Shimano 8-speed Cassette,https://www.bike-components.de/en/Miche/Primato-Shimano-8-speed-Cassette-p810/,from  18.45€,,https://static.bike-components.de/cache/p/s1/8/1/Miche-Primato-Shimano-8-speed-Cassette-810-0-1481262876.jpeg,Drivetrain,Cassettes
SRAM PG-970 9-speed Road Cassette,https://www.bike-components.de/en/SRAM/PG-970-9-speed-Road-Cassette-p9067/,33.61 €,,https://static.bike-components.de/cache/p/s1/9/0/SRAM-PG-970-9-speed-Road-Cassette-9067-0-1481268088.jpeg,Drivetrain,Cassettes
SRAM PG-830 8-speed Cassette,https://www.bike-components.de/en/SRAM/PG-830-8-speed-Cassette-p9071/,from  9.66€,3,,Drivetrain,Cassettes
"Surly Singlespeed Track Cog, 1/8""",https://www.bike-components.de/en/Surly/Singlespeed-Track-Cog-1-8-p13251/,24.79 €,,,Drivetrain,Cassettes
"Surly SingleSpeed Track Cog Ritzel 3/32""",https://www.bike-components.de/en/Surly/SingleSpeed-Track-Cog-Ritzel-3-32-p17913/,24.79 €,,,Drivetrain,Cassettes
"Shimano Sprocket for Dura Ace CS-7900 10-speed, 14/15/16 Tooth",https://www.bike-components.de/en/Shimano/Sprocket-for-Dura-Ace-CS-7900-10-speed-14-15-16-Tooth-p23828/,8.40 €,,,Drivetrain,Cassettes
Hope 40T-Rex Sprocket for Shimano,https://www.bike-components.de/en/Hope/40T-Rex-Sprocket-for-Shimano-p39375/,50.38 €,11,,Drivetrain,Cassettes
"Shimano SS-7600 1/2"" x 3/32” Track Sprocket",https://www.bike-components.de/en/Shimano/SS-7600-1-2-x-3-32-Track-Sprocket-p46359/,16.39 €,,,Drivetrain,Cassettes
Shimano Sprocket for Dura Ace CS-R9100 11-speed 12-25 / 12-28,https://www.bike-components.de/en/Shimano/Sprocket-for-Dura-Ace-CS-R9100-11-speed-12-25-12-28-p59038/,5.87 €,,,Drivetrain,Cassettes
"TA Podium Cassette, Campagnolo 11-speed",https://www.bike-components.de/en/TA/Podium-Cassette-Campagnolo-11-speed-p64881/,55.42 €,,,Drivetrain,Cassettes
Miche Pista Track Sprocket with Spider,https://www.bike-components.de/en/Miche/Pista-Track-Sprocket-with-Spider-p812/,12.56 €,1,,Drivetrain,Cassettes
Shimano CN-HG701-11 11-speed Ultegra / XT / E-Bike Quick-Link Chain,https://www.bike-components.de/en/Shimano/CN-HG701-11-11-speed-Ultegra-XT-E-Bike-Quick-Link-Chain-p58738/,from 21.00€,8,https://static.bike-components.de/cache/p/s1/5/8/Shimano-CN-HG701-11-11-speed-Ultegra-XT-E-Bike-Quick-Link-Chain-58738-0-1503997747.jpeg,Drivetrain,Chains
Shimano CN-HG95 XT / XTR / SLX 10-speed Chain,https://www.bike-components.de/en/Shimano/CN-HG95-XT-XTR-SLX-10-speed-Chain-p35948/,16.80 €,58,https://static.bike-components.de/cache/p/s1/3/5/Shimano-CN-HG95-XT-XTR-SLX-10-speed-Chain-35948-0-1481259381.jpeg,Drivetrain,Chains
Shimano CN-HG93 9-speed Chain,https://www.bike-components.de/en/Shimano/CN-HG93-9-speed-Chain-p929/,from 10.92€,89,https://static.bike-components.de/cache/p/s1/9/2/Shimano-CN-HG93-9-speed-Chain-929-0-1481262614.jpeg,Drivetrain,Chains
Shimano CN-HG701 Ultegra / XT / E-Bike 11-speed Chain,https://www.bike-components.de/en/Shimano/CN-HG701-Ultegra-XT-E-Bike-11-speed-Chain-p44481/,from 21.00€,13,https://static.bike-components.de/cache/p/s1/4/4/Shimano-CN-HG701-Ultegra-XT-E-Bike-11-speed-Chain-44481-0-1481264202.jpeg,Drivetrain,Chains
Shimano CN-6701 Ultegra / Dura Ace / 105 10-speed Chain,https://www.bike-components.de/en/Shimano/CN-6701-Ultegra-Dura-Ace-105-10-speed-Chain-p25237/,17.64 €,31,https://static.bike-components.de/cache/p/s1/2/5/Shimano-CN-6701-Ultegra-Dura-Ace-105-10-speed-Chain-25237-0-1481260923.jpeg,Drivetrain,Chains
SRAM PC X01 Eagle 12-speed Chain - 2017 Model,https://www.bike-components.de/en/SRAM/PC-X01-Eagle-12-speed-Chain-2017-Model-p49390/,36.13 €,2,https://static.bike-components.de/cache/p/s1/4/9/SRAM-PC-X01-Eagle-12-speed-Chain-2017-Model-49390-0-1481260780.jpeg,Drivetrain,Chains
SRAM PC XX1 Eagle 12-speed Chain - 2017 Model,https://www.bike-components.de/en/SRAM/PC-XX1-Eagle-12-speed-Chain-2017-Model-p49391/,from 53.77€,4,https://static.bike-components.de/cache/p/s1/4/9/SRAM-PC-XX1-Eagle-12-speed-Chain-2017-Model-49391-0-1481264204.jpeg,Drivetrain,Chains
Shimano CN-HG71 6-/7-/8-speed Chain,https://www.bike-components.de/en/Shimano/CN-HG71-6-7-8-speed-Chain-p40008/,from 10.92€,14,https://static.bike-components.de/cache/p/s1/4/0/Shimano-CN-HG71-6-7-8-speed-Chain-40008-0-1535380425.jpeg,Drivetrain,Chains
SRAM PC X1 11-Speed Chain,https://www.bike-components.de/en/SRAM/PC-X1-11-Speed-Chain-p40055/,17.64 €,25,https://static.bike-components.de/cache/p/s1/4/0/SRAM-PC-X1-11-Speed-Chain-40055-0-1481263368.jpeg,Drivetrain,Chains
SRAM PC GX Eagle 12-speed Chain - 2018 Model,https://www.bike-components.de/en/SRAM/PC-GX-Eagle-12-speed-Chain-2018-Model-p57624/,18.48 €,4,https://static.bike-components.de/cache/p/s1/5/7/SRAM-PC-GX-Eagle-12-speed-Chain-2018-Model-57624-0-1500635958.jpeg,Drivetrain,Chains
Shimano CN-HG53 9-speed Chain,https://www.bike-components.de/en/Shimano/CN-HG53-9-speed-Chain-p2833/,10.08 €,22,https://static.bike-components.de/cache/p/s1/2/8/Shimano-CN-HG53-9-speed-Chain-2833-0-1481268806.jpeg,Drivetrain,Chains
Shimano CN-HG54 Deore 10-speed Chain,https://www.bike-components.de/en/Shimano/CN-HG54-Deore-10-speed-Chain-p29587/,11.76 €,7,https://static.bike-components.de/cache/p/s1/2/9/Shimano-CN-HG54-Deore-10-speed-Chain-29587-0-1481264586.jpeg,Drivetrain,Chains
Shimano CN-HG901-11 11-speed XTR / Dura Ace / E-Bike Quick-Link Chain,https://www.bike-components.de/en/Shimano/CN-HG901-11-11-speed-XTR-Dura-Ace-E-Bike-Quick-Link-Chain-p58736/,29.40 €,,https://static.bike-components.de/cache/p/s1/5/8/Shimano-CN-HG901-11-11-speed-XTR-Dura-Ace-E-Bike-Quick-Link-Chain-58736-0-1507127610.jpeg,Drivetrain,Chains
SRAM PC 1110 11-speed Chain,https://www.bike-components.de/en/SRAM/PC-1110-11-speed-Chain-p48727/,8.40 €,3,https://static.bike-components.de/cache/p/s1/4/8/SRAM-PC-1110-11-speed-Chain-48727-0-1481261975.jpeg,Drivetrain,Chains
KMC X10 10-speed Chain,https://www.bike-components.de/en/KMC/X10-10-speed-Chain-p68898/,from 13.44€,,https://static.bike-components.de/cache/p/s1/6/8/KMC-X10-10-speed-Chain-68898-0-1551268154.jpeg,Drivetrain,Chains
KMC X11EL 11-speed Chain,https://www.bike-components.de/en/KMC/X11EL-11-speed-Chain-p68902/,from 23.52€,,https://static.bike-components.de/cache/p/s1/6/8/KMC-X11EL-11-speed-Chain-68902-0-1547471392.jpeg,Drivetrain,Chains
Shimano CN-HG601-11 11-speed 105 / SLX / E-Bike Quick-Link Chain,https://www.bike-components.de/en/Shimano/CN-HG601-11-11-speed-105-SLX-E-Bike-Quick-Link-Chain-p58739/,16.80 €,3,https://static.bike-components.de/cache/p/s1/5/8/Shimano-CN-HG601-11-11-speed-105-SLX-E-Bike-Quick-Link-Chain-58739-0-1507652877.jpeg,Drivetrain,Chains
Shimano CN-HG901-11 XTR / Dura Ace / E-Bike 11-speed Chain,https://www.bike-components.de/en/Shimano/CN-HG901-11-XTR-Dura-Ace-E-Bike-11-speed-Chain-p48495/,29.40 €,4,https://static.bike-components.de/cache/p/s1/4/8/Shimano-CN-HG901-11-XTR-Dura-Ace-E-Bike-11-speed-Chain-48495-0-1481259069.jpeg,Drivetrain,Chains
SRAM PC XX1 11-speed Chain,https://www.bike-components.de/en/SRAM/PC-XX1-11-speed-Chain-p32556/,28.56 €,12,https://static.bike-components.de/cache/p/s1/3/2/SRAM-PC-XX1-11-speed-Chain-32556-0-1481255956.jpeg,Drivetrain,Chains
Shimano CN-HG601-11 105 / SLX / E-Bike 11-speed Chain,https://www.bike-components.de/en/Shimano/CN-HG601-11-105-SLX-E-Bike-11-speed-Chain-p48494/,16.80 €,6,https://static.bike-components.de/cache/p/s1/4/8/Shimano-CN-HG601-11-105-SLX-E-Bike-11-speed-Chain-48494-0-1481267320.jpeg,Drivetrain,Chains
SRAM PC 971 9-speed Chain,https://www.bike-components.de/en/SRAM/PC-971-9-speed-Chain-p12307/,10.92 €,32,https://static.bike-components.de/cache/p/s1/1/2/SRAM-PC-971-9-speed-Chain-12307-0-1481257427.jpeg,Drivetrain,Chains
KMC X10EL 10-speed Chain,https://www.bike-components.de/en/KMC/X10EL-10-speed-Chain-p68899/,from 20.16€,,https://static.bike-components.de/cache/p/s1/6/8/KMC-X10EL-10-speed-Chain-68899-0-1552058404.jpeg,Drivetrain,Chains
KMC X11 11-speed Chain,https://www.bike-components.de/en/KMC/X11-11-speed-Chain-p68901/,from 17.64€,,https://static.bike-components.de/cache/p/s1/6/8/KMC-X11-11-speed-Chain-68901-0-1546441617.jpeg,Drivetrain,Chains
SRAM PC 1051 10-speed Chain,https://www.bike-components.de/en/SRAM/PC-1051-10-speed-Chain-p25059/,15.96 €,16,https://static.bike-components.de/cache/p/s1/2/5/SRAM-PC-1051-10-speed-Chain-25059-0-1481260554.jpeg,Drivetrain,Chains
SRAM PC 1130 11-speed Chain,https://www.bike-components.de/en/SRAM/PC-1130-11-speed-Chain-p40215/,14.28 €,6,https://static.bike-components.de/cache/p/s1/4/0/SRAM-PC-1130-11-speed-Chain-40215-0-1481266024.jpeg,Drivetrain,Chains
SRAM PC 830 7-/8-speed Chain,https://www.bike-components.de/en/SRAM/PC-830-7-8-speed-Chain-p16893/,6.30 €,14,https://static.bike-components.de/cache/p/s1/1/6/SRAM-PC-830-7-8-speed-Chain-16893-0-1481263723.jpeg,Drivetrain,Chains
SRAM PC Red 22 11-speed Chain,https://www.bike-components.de/en/SRAM/PC-Red-22-11-speed-Chain-p35585/,25.20 €,2,https://static.bike-components.de/cache/p/s1/3/5/SRAM-PC-Red-22-11-speed-Chain-35585-0-1481259847.jpeg,Drivetrain,Chains
Shimano CN-E6090-10 STEPS 10-speed Chain for E-Bikes,https://www.bike-components.de/en/Shimano/CN-E6090-10-STEPS-10-speed-Chain-for-E-Bikes-p43171/,from  21.00€,4,https://static.bike-components.de/cache/p/s1/4/3/Shimano-CN-E6090-10-STEPS-10-speed-Chain-for-E-Bikes-43171-0-1481255787.jpeg,Drivetrain,Chains
KMC X8 6-/7-/8-speed Chain,https://www.bike-components.de/en/KMC/X8-6-7-8-speed-Chain-p68904/,from  8.40€,,https://static.bike-components.de/cache/p/s1/6/8/KMC-X8-6-7-8-speed-Chain-68904-0-1546441618.jpeg,Drivetrain,Chains
SRAM PC 951 9-speed Chain,https://www.bike-components.de/en/SRAM/PC-951-9-speed-Chain-p12308/,8.82 €,9,https://static.bike-components.de/cache/p/s1/1/2/SRAM-PC-951-9-speed-Chain-12308-0-1481256718.jpeg,Drivetrain,Chains
SRAM PC 1091R 10-speed Chain,https://www.bike-components.de/en/SRAM/PC-1091R-10-speed-Chain-p25061/,27.72 €,26,https://static.bike-components.de/cache/p/s1/2/5/SRAM-PC-1091R-10-speed-Chain-25061-0-1481261768.jpeg,Drivetrain,Chains
SRAM PC 1170 11-speed Chain,https://www.bike-components.de/en/SRAM/PC-1170-11-speed-Chain-p62204/,23.52 €,1,https://static.bike-components.de/cache/p/s1/6/2/SRAM-PC-1170-11-speed-Chain-62204-0-1513678144.jpeg,Drivetrain,Chains
SRAM PC NX Eagle 12-speed Chain - 2018 Model,https://www.bike-components.de/en/SRAM/PC-NX-Eagle-12-speed-Chain-2018-Model-p65012/,18.48 €,,https://static.bike-components.de/cache/p/s1/6/5/SRAM-PC-NX-Eagle-12-speed-Chain-2018-Model-65012-0-1528109208.jpeg,Drivetrain,Chains
KMC DLC11 11-speed Chain,https://www.bike-components.de/en/KMC/DLC11-11-speed-Chain-p68790/,73.10 €,1,https://static.bike-components.de/cache/p/s1/6/8/KMC-DLC11-11-speed-Chain-68790-0-1545907572.jpeg,Drivetrain,Chains
KMC X12 12-speed Chain,https://www.bike-components.de/en/KMC/X12-12-speed-Chain-p68903/,from  21.00€,,https://static.bike-components.de/cache/p/s1/6/8/KMC-X12-12-speed-Chain-68903-0-1552299507.jpeg,Drivetrain,Chains
KMC X11SL 11-speed Chain,https://www.bike-components.de/en/KMC/X11SL-11-speed-Chain-p70541/,from  40.33€,1,https://static.bike-components.de/cache/p/s1/7/0/KMC-X11SL-11-speed-Chain-70541-0-1552546739.jpeg,Drivetrain,Chains
Connex 808 7-/8-speed Chain,https://www.bike-components.de/en/Connex/808-7-8-speed-Chain-p1157/,11.72 €,20,https://static.bike-components.de/cache/p/s1/1/1/Connex-808-7-8-speed-Chain-1157-0-1481258477.jpeg,Drivetrain,Chains
SRAM PC 1091 10-speed Chain,https://www.bike-components.de/en/SRAM/PC-1091-10-speed-Chain-p25517/,25.20 €,10,https://static.bike-components.de/cache/p/s1/2/5/SRAM-PC-1091-10-speed-Chain-25517-0-1481266332.jpeg,Drivetrain,Chains
Shimano XTR / E-Bike Quick-Link CN-M9100 11-/12-speed Chain,https://www.bike-components.de/en/Shimano/XTR-E-Bike-Quick-Link-CN-M9100-11-12-speed-Chain-p62087/,from  37.81€,,https://static.bike-components.de/cache/p/s1/6/2/Shimano-XTR-E-Bike-Quick-Link-CN-M9100-11-12-speed-Chain-62087-0-1554128630.jpeg,Drivetrain,Chains
KMC Z8 6-/7-/8-speed Chain,https://www.bike-components.de/en/KMC/Z8-6-7-8-speed-Chain-p68455/,from  5.87€,,,Drivetrain,Chains
KMC e10 10-speed Chain,https://www.bike-components.de/en/KMC/e10-10-speed-Chain-p68888/,30.24 €,1,,Drivetrain,Chains
KMC X9SL 9-speed Chain,https://www.bike-components.de/en/KMC/X9SL-9-speed-Chain-p68905/,from  26.04€,,,Drivetrain,Chains
SRAM PC 870 7-/8-speed Chain,https://www.bike-components.de/en/SRAM/PC-870-7-8-speed-Chain-p16891/,10.92 €,5,,Drivetrain,Chains
SRAM PC 1071 10-speed Chain,https://www.bike-components.de/en/SRAM/PC-1071-10-speed-Chain-p25060/,25.20 €,5,,Drivetrain,Chains
SRAM PC 1031 10-speed Chain,https://www.bike-components.de/en/SRAM/PC-1031-10-speed-Chain-p25062/,14.28 €,9,,Drivetrain,Chains
Campagnolo Record 11-speed Chain,https://www.bike-components.de/en/Campagnolo/Record-11-speed-Chain-p25809/,37.77 €,5,,Drivetrain,Chains
Shimano CN-HG71 Quick-Link 6-/7-/8-speed Chain,https://www.bike-components.de/en/Shimano/CN-HG71-Quick-Link-6-7-8-speed-Chain-p67251/,13.44 €,,,Drivetrain,Chains
KMC e1 1-speed Chain,https://www.bike-components.de/en/KMC/e1-1-speed-Chain-p68887/,16.80 €,,,Drivetrain,Chains
KMC e11 11-speed Chain,https://www.bike-components.de/en/KMC/e11-11-speed-Chain-p68889/,29.40 €,,,Drivetrain,Chains
KMC X10SL 10-speed Chain,https://www.bike-components.de/en/KMC/X10SL-10-speed-Chain-p68900/,from  33.61€,,https://static.bike-components.de/cache/p/s1/6/8/KMC-X10SL-10-speed-Chain-68900-0-1548831276.jpeg,Drivetrain,Chains
KMC,https://www.bike-components.de/en/KMC/-p71033/,8.40 €,,https://static.bike-components.de/cache/p/s1/7/1/KMC-71033-0-1555337579.jpeg,Drivetrain,Chains
Shimano CN-6600 10-speed Ultegra / Dura Ace / 105 Chain,https://www.bike-components.de/en/Shimano/CN-6600-10-speed-Ultegra-Dura-Ace-105-Chain-p9218/,16.80 €,17,https://static.bike-components.de/cache/p/s1/9/2/Shimano-CN-6600-10-speed-Ultegra-Dura-Ace-105-Chain-9218-0-1481256797.jpeg,Drivetrain,Chains
Campagnolo Record 10-speed Chain,https://www.bike-components.de/en/Campagnolo/Record-10-speed-Chain-p10027/,33.57 €,10,https://static.bike-components.de/cache/p/s1/1/0/Campagnolo-Record-10-speed-Chain-10027-0-1481258625.jpeg,Drivetrain,Chains
Connex 804 7-/8-fach Kette,https://www.bike-components.de/en/Connex/804-7-8-fach-Kette-p1156/,8.36 €,7,https://static.bike-components.de/cache/p/s1/1/1/Connex-804-7-8-fach-Kette-1156-0-1481262428.jpeg,Drivetrain,Chains
SRAM PC 991 9-speed Chain,https://www.bike-components.de/en/SRAM/PC-991-9-speed-Chain-p12306/,15.96 €,11,https://static.bike-components.de/cache/p/s1/1/2/SRAM-PC-991-9-speed-Chain-12306-0-1481259142.jpeg,Drivetrain,Chains
SRAM PC 850 7-/8-speed Chain,https://www.bike-components.de/en/SRAM/PC-850-7-8-speed-Chain-p16894/,8.40 €,7,https://static.bike-components.de/cache/p/s1/1/6/SRAM-PC-850-7-8-speed-Chain-16894-0-1481267816.jpeg,Drivetrain,Chains
Campagnolo Chorus 11-speed Chain,https://www.bike-components.de/en/Campagnolo/Chorus-11-speed-Chain-p19517/,30.21 €,5,https://static.bike-components.de/cache/p/s1/1/9/Campagnolo-Chorus-11-speed-Chain-19517-0-1481257197.jpeg,Drivetrain,Chains
Shimano CN-NX10 Singlespeed Chain,https://www.bike-components.de/en/Shimano/CN-NX10-Singlespeed-Chain-p37937/,4.62 €,13,https://static.bike-components.de/cache/p/s1/3/7/Shimano-CN-NX10-Singlespeed-Chain-37937-0-1481265943.jpeg,Drivetrain,Chains
KMC X11SL DLC 11-speed E-Bike Chain,https://www.bike-components.de/en/KMC/X11SL-DLC-11-speed-E-Bike-Chain-p39458/,83.99 €,6,https://static.bike-components.de/cache/p/s1/3/9/KMC-X11SL-DLC-11-speed-E-Bike-Chain-39458-0-1530279122.jpeg,Drivetrain,Chains
Campagnolo Record 9-Speed Chain,https://www.bike-components.de/en/Campagnolo/Record-9-Speed-Chain-p460/,22.65 €,21,https://static.bike-components.de/cache/p/s1/4/6/Campagnolo-Record-9-Speed-Chain-460-0-1481268071.jpeg,Drivetrain,Chains
"Shimano CN-HG701-11 11-speed Chain + squirt Dry Lube, 15 ml",https://www.bike-components.de/en/Shimano/CN-HG701-11-11-speed-Chain-squirt-Dry-Lube-15-ml-p59735/,21.84 €,,https://static.bike-components.de/cache/p/s1/5/9/Shimano-CN-HG701-11-11-speed-Chain-squirt-Dry-Lube-15-ml-59735-0-1504761669.jpeg,Drivetrain,Chains
SRAM Force 12-speed PowerLock Chain,https://www.bike-components.de/en/SRAM/Force-12-speed-PowerLock-Chain-p68730/,21.00 €,,https://static.bike-components.de/cache/p/s1/6/8/SRAM-Force-12-speed-PowerLock-Chain-68730-0-1553699483.jpeg,Drivetrain,Chains
KMC X9 9-speed Chain,https://www.bike-components.de/en/KMC/X9-9-speed-Chain-p68789/,from  13.44€,,https://static.bike-components.de/cache/p/s1/6/8/KMC-X9-9-speed-Chain-68789-0-1553603263.jpeg,Drivetrain,Chains
KMC S1 Wide Singlespeed Chain,https://www.bike-components.de/en/KMC/S1-Wide-Singlespeed-Chain-p70540/,3.35 €,,,Drivetrain,Chains
SRAM PC 1 Nickel Chain for Internally Geared Hubs,https://www.bike-components.de/en/SRAM/PC-1-Nickel-Chain-for-Internally-Geared-Hubs-p16896/,8.40 €,7,,Drivetrain,Chains
Connex 10S8 10-speed Chain,https://www.bike-components.de/en/Connex/10S8-10-speed-Chain-p17887/,20.13 €,8,,Drivetrain,Chains
Connex 9sG 9-speed Chain,https://www.bike-components.de/en/Connex/9sG-9-speed-Chain-p28667/,20.97 €,1,,Drivetrain,Chains
Shimano CN-4601 Tiagra 10-speed Chain,https://www.bike-components.de/en/Shimano/CN-4601-Tiagra-10-speed-Chain-p30217/,11.76 €,1,,Drivetrain,Chains
